wallet_address,EmployeeID,Name,Department,Role,BaseSalary,Attendance (%),WorkHours (avg/week),PerformanceScore (0–100),ProjectCompletionRate (%),BehaviourScore (0–100),SkillScore (0–100),ExperienceYears,TrainingCompleted (Yes/No),CertificationsCount,ReputationScore (weighted composite),AppraisalEligibility (Yes/No),ProposedSalaryIncrement (%),PreviousAppraisals,EmployeeWalletAddress,ReviewerWalletAddress,DAOEligible (Yes/No),appraisal_year,eligible,sbt_token_id,zk_proof_hash,hr_signature
0x0000000000000000000000000000000000000496,EMP1495,YANWH UYDUHJ,Marketing,Lead,45584,77,53,53,87,64,90,3,Yes,4,61.4,No,0,2,0xf88024c3890e30388e1788ddda4e2201f5cc01a2,0x81cc857edf1b2ccb5c3895002f7376a492ca04a7,No,2026,True,496,zkproof_0496_hash,HR_SIGN_0496
0x0000000000000000000000000000000000000497,EMP1496,LRZJH FAPWON,Finance,Analyst,134028,86,38,73,60,74,81,9,Yes,9,69.2,No,0,2,0x4202da01296925424a294698d269bb81f28c95d3,0x778a7110ee328ac4bb1d6e30125b1498fa0da740,No,2026,True,497,zkproof_0497_hash,HR_SIGN_0497
0x0000000000000000000000000000000000000498,EMP1497,ZRGNV BKDFUZ,HR,Intern,75650,73,43,50,94,67,65,22,No,9,53.8,No,0,0,0x85027d15fa1cc6322e44b7b0cee7658f685945c0,0xd6a12c64ac64bed126c14b200b64367a99ffdb45,No,2026,True,498,zkproof_0498_hash,HR_SIGN_0498
0x0000000000000000000000000000000000000499,EMP1498,RZKCM KTHWGU,Engineering,Developer,64132,63,46,2,93,52,83,14,No,9,37.0,No,0,1,0x42c5f1215ba14ba3e701754c8fb8696c3d2de545,0xf9c02a809fa1858b97aa0cda16ff79b682905c8a,No,2026,False,499,zkproof_0499_hash,HR_SIGN_0499
0x0000000000000000000000000000000000000500,EMP1499,WRQVB TVHRDZ,R&D,Analyst,97784,76,41,60,82,87,88,2,No,3,68.1,No,0,4,0x6c8e548284c2109e992003a5f41bd61dd95517e7,0xdead0a0f5f490a3b4e13ecb9fff8abd340953860,No,2026,True,500,zkproof_0500_hash,HR_SIGN_0500
0x0000000000000000000000000000000000000501,EMP1500,WSELP RXCOKG,R&D,Engineer,39407,68,32,41,66,51,66,14,No,6,47.0,No,0,1,0xf70c92de724aa62cbfe2333880fb61314d2c3d69,0x5c5f3a97020829a85cbf31c0d6588b09fe15456a,No,2026,False,501,zkproof_0501_hash,HR_SIGN_0501
0x0000000000000000000000000000000000000502,EMP1501,JTCYP YUUWVT,IT,Manager,141252,94,35,43,99,90,79,10,Yes,3,59.2,No,0,3,0xe7f8587639b42620fb1166da29dc076f3a16d638,0x80cf1c7995317681ece0c2841e7a4e3f89adccff,No,2026,False,502,zkproof_0502_hash,HR_SIGN_0502
0x0000000000000000000000000000000000000503,EMP1502,JWPDH LJAEVP,Marketing,Intern,89228,78,32,85,44,89,43,8,Yes,8,65.5,No,0,1,0xca8b93505b5b96d00d13f68a4c132285e2857d6f,0x207870353c1a39c7b91329569fa704b7cbd56a16,No,2026,True,503,zkproof_0503_hash,HR_SIGN_0503
0x0000000000000000000000000000000000000504,EMP1503,FBSYO OUXAFF,R&D,Lead,47289,89,30,52,41,91,91,22,No,8,67.1,No,0,3,0x9774d9dc5b0ba12dffc697ccadce85c0b5bb062d,0x14a083972aafb12ff2190f3204e63980d92a64c2,No,2026,True,504,zkproof_0504_hash,HR_SIGN_0504
0x0000000000000000000000000000000000000505,EMP1504,DGXBC ILNCRW,IT,Engineer,140127,80,43,29,57,59,65,9,Yes,2,43.1,No,0,0,0x7520daa91b973aab2ed59a9acf9ddb1bf9d00734,0x923b573eb4242cc15459928606bcba9b1ebf9312,No,2026,False,505,zkproof_0505_hash,HR_SIGN_0505
0x0000000000000000000000000000000000000506,EMP1505,BHHKI WBZPSB,Marketing,Lead,147038,98,49,87,69,81,51,12,No,8,67.1,No,0,4,0x0093f238ad7b357c0d1ef677e10cb5bc79100201,0xa186b05f97a358d5bad39c46af7955178242fda3,No,2026,True,506,zkproof_0506_hash,HR_SIGN_0506
0x0000000000000000000000000000000000000507,EMP1506,VRKMX LSPONC,Operations,Engineer,133731,89,56,18,93,62,92,24,Yes,4,47.6,No,0,0,0xdb402afd7ae6be22141552452d0d181326156223,0x5ead2074a565bbf72de2607c7dbfb8027101e4a5,No,2026,False,507,zkproof_0507_hash,HR_SIGN_0507
0x0000000000000000000000000000000000000508,EMP1507,SFQLP AZXKEL,Marketing,Engineer,100716,67,38,97,50,99,86,10,No,6,85.0,Yes,12,0,0xf25ab52e19f57441fe22b3f8bf53c14fafe9a357,0x3dcf67d83206bc47477dc1c16888b7a26ed88187,Yes,2026,True,508,zkproof_0508_hash,HR_SIGN_0508
0x0000000000000000000000000000000000000509,EMP1508,PXXTJ IGINSM,IT,Intern,73645,60,32,25,53,54,60,21,No,4,39.2,No,0,0,0xa4567e8c60393a10d951b16c7287bb6aa3ef3bc5,0xcebff355cbf54f6a1c995792fa42deb89b3c36a1,No,2026,False,509,zkproof_0509_hash,HR_SIGN_0509
0x0000000000000000000000000000000000000510,EMP1509,XKLTJ LSKVPT,Marketing,Intern,109084,78,36,98,49,97,49,8,No,0,73.3,Yes,15,4,0xe6f09beb78eb241f6d448302219338de85f63e3d,0xda8101824c77e7fbca9dfaaa078c8dbfc29436cc,No,2026,True,510,zkproof_0510_hash,HR_SIGN_0510
0x0000000000000000000000000000000000000511,EMP1510,OJHHL SYZWWX,Engineering,Analyst,30486,62,35,92,80,69,76,11,Yes,6,74.0,Yes,2,0,0xf12f64673912fa6be4f7080c635310071b83b7df,0x8520b0463c9db8b52203d1662166f0898467ec48,No,2026,True,511,zkproof_0511_hash,HR_SIGN_0511
0x0000000000000000000000000000000000000512,EMP1511,UMHTK TCWXPD,Finance,Manager,103339,91,41,75,76,72,41,3,No,6,57.3,No,0,4,0x62a70a32ec53621578d8194fcffd9699bafc5a37,0x87d56664ec986dba3550844c729e5e6c2c692487,No,2026,True,512,zkproof_0512_hash,HR_SIGN_0512
0x0000000000000000000000000000000000000513,EMP1512,LNPLQ LSVSXB,Engineering,Manager,113433,64,56,63,60,55,79,8,No,5,60.4,No,0,3,0x92ccceffcfc2740a835547ff3c5fa58404b4bba4,0x9d1f2fc9bd2fe6345b642aec3c865cbf395fdd4f,No,2026,True,513,zkproof_0513_hash,HR_SIGN_0513
0x0000000000000000000000000000000000000514,EMP1513,LZFIX OSKWBJ,R&D,Developer,133891,76,30,28,74,68,62,13,Yes,9,44.3,No,0,4,0xbb82eb609b23748daa38799f82de64ce8977da4d,0x7716248af6c225e2bce0200079d1a70c6f10dba3,No,2026,False,514,zkproof_0514_hash,HR_SIGN_0514
0x0000000000000000000000000000000000000515,EMP1514,WUKJU QOOBTS,Operations,Manager,43283,79,56,76,68,65,60,4,No,4,61.8,No,0,4,0xf574cde64acf15e714e0a79c4ede3396bd020753,0xd1a094ca21c50503066c202044b25e03a1d07f48,No,2026,True,515,zkproof_0515_hash,HR_SIGN_0515
0x0000000000000000000000000000000000000516,EMP1515,ERTWT SOWKIF,HR,Lead,84230,91,53,65,56,68,77,8,No,5,63.2,No,0,0,0x0e0c76bd845fb403d008e5e78e332d277ddf76e2,0x55d0b2978c877bd181cde3c8002fc0b90132a76d,No,2026,True,516,zkproof_0516_hash,HR_SIGN_0516
0x0000000000000000000000000000000000000517,EMP1516,OEWUA BKRVMD,R&D,Engineer,65310,88,42,47,47,75,60,6,Yes,1,51.9,No,0,1,0xb06aff9178c349fdfca399098e29d663a2f80883,0x4657c01aad5c6b116adb1b2fc789bf11dfd3129f,No,2026,False,517,zkproof_0517_hash,HR_SIGN_0517
0x0000000000000000000000000000000000000518,EMP1517,OBGNL ZFBYPA,Marketing,Analyst,37156,62,46,59,74,82,41,19,Yes,0,52.3,No,0,1,0x29337ee7caa2f91e139b57fd4b794706686f3fc3,0x10836611022c6ebf5a010f39a6b251b834f398e8,No,2026,True,518,zkproof_0518_hash,HR_SIGN_0518
0x0000000000000000000000000000000000000519,EMP1518,GBCFR ZCVWXH,IT,Engineer,74832,65,54,64,76,57,76,13,Yes,8,60.6,No,0,3,0xedf0acafcab825659f69fb0ec138db12f890795f,0xd7be25bf152639526c9dd750f3ea658a183b5c01,No,2026,True,519,zkproof_0519_hash,HR_SIGN_0519
0x0000000000000000000000000000000000000520,EMP1519,MGCFH VAIVRR,Finance,Developer,83199,70,33,68,48,52,87,14,Yes,2,63.9,No,0,0,0xfc03bf3a558e800fd63ba96a9ce2a3bf6323a56a,0xd083807747ff5739b1829a8dbe0a6eb88dfcae4d,No,2026,True,520,zkproof_0520_hash,HR_SIGN_0520
0x0000000000000000000000000000000000000521,EMP1520,XZGPW HRZUYF,R&D,Intern,57165,83,49,90,65,93,98,19,No,1,84.1,Yes,4,2,0x2c6d2f48ff6fbf8d304060227309789a13d91416,0xb5cf13437a082841127a568fcd42be7dc66436a4,Yes,2026,True,521,zkproof_0521_hash,HR_SIGN_0521
0x0000000000000000000000000000000000000522,EMP1521,GMCAF MBHVLG,IT,Coordinator,133871,83,49,62,55,64,83,11,No,1,62.6,No,0,0,0x874ad1b15c7bdca8729659869a0f55ef96276194,0xdf60519a88e6ee2bec50fde5daa12468557465b7,No,2026,True,522,zkproof_0522_hash,HR_SIGN_0522
0x0000000000000000000000000000000000000523,EMP1522,LOGIG AKBROP,IT,Engineer,122261,85,37,27,52,94,46,15,Yes,4,43.8,No,0,0,0x7bcacaff716b8a0255da2b2bb2a1a02adc9695b4,0x90e3e55426adb65c174fea835f0c0c3cb44c79e5,No,2026,False,523,zkproof_0523_hash,HR_SIGN_0523
0x0000000000000000000000000000000000000524,EMP1523,KGDID GBFHBP,R&D,Analyst,50844,96,31,86,46,84,47,7,No,4,65.7,No,0,3,0xeb6124b9e3e78f5f2c5102a7e78ba089505e4be4,0xc4c4b562f8d2bd58440f3c45c05a8c1b36681bc5,No,2026,True,524,zkproof_0524_hash,HR_SIGN_0524
0x0000000000000000000000000000000000000525,EMP1524,MZKCI PBNIUA,Finance,Coordinator,36412,81,33,78,44,94,70,11,No,3,71.3,Yes,3,1,0x7621c772498da859a1c8a486cd1ad143c6fc5354,0xdb4fc3db6f0da75e1978afe144841ae6b39c6b45,No,2026,True,525,zkproof_0525_hash,HR_SIGN_0525
0x0000000000000000000000000000000000000526,EMP1525,IITOJ TNWPUP,R&D,Developer,146551,78,41,94,95,66,43,22,Yes,8,64.5,No,0,0,0x8279cb049356391c21bc94005d9d18001ffba8e3,0x5200bdd864e0697cefc16720a5ef9e04b212cc3b,No,2026,True,526,zkproof_0526_hash,HR_SIGN_0526
0x0000000000000000000000000000000000000527,EMP1526,SJQPX BPWDLZ,Marketing,Lead,51355,67,34,79,88,65,62,15,Yes,1,63.3,No,0,4,0xd3a7ff37210b9921af3c9ec082246b50b3d85a6c,0x7898afe8db2cb69a04ed40e50f8ebc29264647f1,No,2026,True,527,zkproof_0527_hash,HR_SIGN_0527
0x0000000000000000000000000000000000000528,EMP1527,WRLWS BEKZGS,Engineering,Coordinator,30351,99,51,22,74,79,45,14,Yes,0,38.1,No,0,2,0xb45ced5074d3b413fefd2e938f8cf2e745be775a,0x12a151de78a1230bb7c57c39397eda717aa904ac,No,2026,False,528,zkproof_0528_hash,HR_SIGN_0528
0x0000000000000000000000000000000000000529,EMP1528,QZETZ XVHXSE,Marketing,Coordinator,68521,97,54,17,84,62,51,20,No,1,34.6,No,0,4,0x70be3dea65311208dbf87f8e704649b256fe372c,0x1f6e474d31fe53f1d494de05f4b388e82851756c,No,2026,False,529,zkproof_0529_hash,HR_SIGN_0529
0x0000000000000000000000000000000000000530,EMP1529,FGNKO JNFSON,HR,Coordinator,98684,69,30,56,91,95,43,0,No,5,54.8,No,0,3,0x45cebb2a00009ffcc2e4d80f60f7ab59bc625497,0x1ab38f76d8bee4f145bed1ee8605916cf9259392,No,2026,True,530,zkproof_0530_hash,HR_SIGN_0530
0x0000000000000000000000000000000000000531,EMP1530,HZIBE MMBEUV,R&D,Analyst,96198,99,38,12,79,84,58,7,Yes,9,39.9,No,0,3,0xb4ff1ccbfb5f81ee38272095d2df2ffa385aa70e,0x318bfa3c787de67c2029278783caf645b5b597bc,No,2026,False,531,zkproof_0531_hash,HR_SIGN_0531
0x0000000000000000000000000000000000000532,EMP1531,RJDJB OBWTOB,Operations,Analyst,51713,78,40,31,80,55,66,18,Yes,8,44.0,No,0,0,0xd9be6bee0c59d2b23b51e18d022b0302bc974142,0xf8c910590803d06042d1fb59e2619518c875a9c5,No,2026,False,532,zkproof_0532_hash,HR_SIGN_0532
0x0000000000000000000000000000000000000533,EMP1532,DYDOE DUORUC,IT,Coordinator,146029,92,48,72,58,72,49,10,Yes,0,57.9,No,0,2,0x0d3bbe97c6daa8216ac5454746cb73447a331c47,0xd892566f06488967c1222044aa8173608141ace9,No,2026,True,533,zkproof_0533_hash,HR_SIGN_0533
0x0000000000000000000000000000000000000534,EMP1533,KKJZD HYOPHG,HR,Manager,133321,65,50,4,83,77,80,20,Yes,7,41.7,No,0,1,0xbe4e4af0ecd1acf4f3f41a636e698dc0a277d4d0,0xea8434c14aa0088a2b5bb2663033ef8742d85730,No,2026,False,534,zkproof_0534_hash,HR_SIGN_0534
0x0000000000000000000000000000000000000535,EMP1534,AUXOT UJTSOY,Marketing,Manager,113724,69,43,10,66,55,59,17,No,1,32.8,No,0,0,0x9ca11590ebf9e2bc478e2140064c3c938c8300b2,0xd09632b5ba26a486d0d2336f0aef064cc40e3700,No,2026,False,535,zkproof_0535_hash,HR_SIGN_0535
0x0000000000000000000000000000000000000536,EMP1535,NKYPE OMDQJV,Finance,Developer,120113,84,36,61,55,94,82,5,Yes,3,68.1,No,0,3,0xbcb5e297c5f67e8c626991d8fecf3dec38938c4b,0x0821e2750bdd34b271a25a6ce35df5a114ddc171,No,2026,True,536,zkproof_0536_hash,HR_SIGN_0536
0x0000000000000000000000000000000000000537,EMP1536,DGQGX CBVBMX,IT,Analyst,123635,95,43,7,45,64,42,10,No,8,29.0,No,0,3,0xfb7013bfad36bee779fca065ea328a9039e2451b,0x61fd59d5e1ad0ee7645f0637f0a2d254317773db,No,2026,False,537,zkproof_0537_hash,HR_SIGN_0537
0x0000000000000000000000000000000000000538,EMP1537,BEQMM VABRHN,Engineering,Lead,64091,76,57,62,89,93,59,20,No,9,62.0,No,0,1,0x6d2e3eaac09c8c62a95e47c337547e070671e258,0x41d06ddbc38a1ea9d26d412b0ad3deecdec40147,No,2026,True,538,zkproof_0538_hash,HR_SIGN_0538
0x0000000000000000000000000000000000000539,EMP1538,PBUEC PFUXOC,R&D,Lead,73859,86,47,96,99,62,58,11,No,8,69.0,No,0,4,0x5edb217a6d606c9c03ac5e48875a5c0d3d233f84,0xc16126158eb735654fa670a644c63d27157ed25d,No,2026,True,539,zkproof_0539_hash,HR_SIGN_0539
0x0000000000000000000000000000000000000540,EMP1539,HSADT LHYSOC,IT,Analyst,127493,62,41,6,94,61,61,22,No,0,32.9,No,0,0,0x2cb3efe523a21ef4b5f22e5db4ca9cef11f396e5,0xbc42a6ffaba53de9a35a46bc95902d4c3ea25944,No,2026,False,540,zkproof_0540_hash,HR_SIGN_0540
0x0000000000000000000000000000000000000541,EMP1540,FKBOM WABCEW,Operations,Coordinator,80648,71,50,7,56,90,75,24,No,9,44.2,No,0,3,0x8901bcce979bc05342ed825cd9aa750106c905f8,0xa1a6f53138381875ff80d0ed8b81d7b420a2d335,No,2026,False,541,zkproof_0541_hash,HR_SIGN_0541
0x0000000000000000000000000000000000000542,EMP1541,UJWYP JDEOOD,HR,Engineer,36238,91,33,65,56,69,81,20,No,8,64.9,No,0,4,0x75acfb74074beac93a62445d0a0d48595a31ffa2,0x27bc45329204bc0aee7f932201fa572b6bfe23a1,No,2026,True,542,zkproof_0542_hash,HR_SIGN_0542
0x0000000000000000000000000000000000000543,EMP1542,VKQSW TULWHP,Finance,Coordinator,89672,88,57,66,73,56,60,13,No,3,55.9,No,0,3,0x06b9d0171f85e11eced9c78b8aa0093ef01d4dd8,0xc286ecf5083f31410a7ff1de21c723802371a06c,No,2026,True,543,zkproof_0543_hash,HR_SIGN_0543
0x0000000000000000000000000000000000000544,EMP1543,VREFL JXRJMN,Operations,Engineer,78498,73,42,83,74,67,84,15,Yes,2,72.0,Yes,2,0,0x125116d4c04c5b47bf121ad0ade414f44c9641fd,0x56652c47778a73da5aa5b9f8a6666174aeb15eca,No,2026,True,544,zkproof_0544_hash,HR_SIGN_0544
0x0000000000000000000000000000000000000545,EMP1544,JIPWG QNBDCT,R&D,Engineer,34458,84,51,25,61,90,97,0,No,0,57.1,No,0,4,0x9dfe669d1b5e5477a1102d734cd4d0af5e4fb6e2,0x580f49a334ce144c55256ff2e16e4312599d0698,No,2026,False,545,zkproof_0545_hash,HR_SIGN_0545
0x0000000000000000000000000000000000000546,EMP1545,RCAYJ FAZKSJ,Engineering,Analyst,144819,82,53,44,46,74,49,15,No,7,47.8,No,0,4,0xe29a9fbc63aed4b8e502f8d4490e5fb97e828584,0x70c83ed826f6c89b76f7ba56254dc91affcbbd4c,No,2026,False,546,zkproof_0546_hash,HR_SIGN_0546
0x0000000000000000000000000000000000000547,EMP1546,GJXBX AHKMZI,HR,Intern,128571,61,52,79,68,86,48,3,No,3,63.5,No,0,0,0x32ec2e7bc86f9df1a45fe2f2ed85d24380a2709e,0x434343461b442d004d288d4964237398b7b24737,No,2026,True,547,zkproof_0547_hash,HR_SIGN_0547
0x0000000000000000000000000000000000000548,EMP1547,VZFXS LKJMYV,R&D,Coordinator,53579,80,33,27,82,94,74,13,Yes,2,52.0,No,0,0,0x27295e01d60897f41b2f6b86def1f168a85805b2,0xac278043878e52bd8295d61cadca73af21f00b81,No,2026,False,548,zkproof_0548_hash,HR_SIGN_0548
0x0000000000000000000000000000000000000549,EMP1548,BEEGN MCRCWE,Finance,Manager,57194,98,37,81,43,67,53,8,No,8,62.5,No,0,2,0x57df90308ec7769acd7091a4ab8b2b743cfeb8fc,0x4e30c5f48b958175663aa0a43109fd8e3b01d54d,No,2026,True,549,zkproof_0549_hash,HR_SIGN_0549
0x0000000000000000000000000000000000000550,EMP1549,YYPVQ HUEPZR,Finance,Developer,92615,84,39,49,58,69,81,21,Yes,9,58.6,No,0,3,0xb65eb7991f016854893ba86e01b10f814a93d643,0x9b624d45fcc9cd2f65074767354b39d6ab2bbe68,No,2026,True,550,zkproof_0550_hash,HR_SIGN_0550
0x0000000000000000000000000000000000000551,EMP1550,JBUBK URQJUX,Engineering,Manager,34904,79,47,10,51,75,43,7,Yes,8,32.7,No,0,1,0x546229f8fd9d98e6a8fb60a1f8d8a4e51242efe1,0x537b4d34886fc3f297711771afd948d7a5b3713e,No,2026,False,551,zkproof_0551_hash,HR_SIGN_0551
0x0000000000000000000000000000000000000552,EMP1551,SEHCY PUXWYM,Finance,Lead,126152,64,46,29,44,56,99,22,No,7,53.2,No,0,0,0x947ac6e9947d4ed88587c6e0d1d04c0133488b33,0x215ca52765fa7bf1e035a09052afd0b9d4c757fb,No,2026,False,552,zkproof_0552_hash,HR_SIGN_0552
0x0000000000000000000000000000000000000553,EMP1552,TCEEL QEXISC,Marketing,Manager,116100,87,47,7,81,83,43,1,No,5,32.8,No,0,2,0x7d911a12549006e420b02ed22a967c97dcc7ddda,0x659956407dd203592c0daf0dfa914558d015987f,No,2026,False,553,zkproof_0553_hash,HR_SIGN_0553
0x0000000000000000000000000000000000000554,EMP1553,ATNAB NHVGQX,Operations,Developer,66872,63,48,25,78,72,85,22,No,4,50.3,No,0,0,0x79a78c8abba132615fad7bc98ac8dd06572df1ba,0x2ecaa124add6b70f14fb107e3643efcb7940291e,No,2026,False,554,zkproof_0554_hash,HR_SIGN_0554
0x0000000000000000000000000000000000000555,EMP1554,SKFVS XFRAXY,Engineering,Coordinator,34642,84,39,31,84,82,62,15,No,6,48.0,No,0,2,0xefbc65e8df30968d4ffa6c15cf3f7c57637c04bc,0x0550c20a97721975c179940a733c0405359f5785,No,2026,False,555,zkproof_0555_hash,HR_SIGN_0555
0x0000000000000000000000000000000000000556,EMP1555,ZGKXM PJHTQE,HR,Manager,119476,70,49,52,67,87,41,10,Yes,3,50.8,No,0,3,0x31d4fec20939a490d44e86af5032428e361f439a,0x2d020dc12bfd27f52e70ecc80153eb07e0d18f00,No,2026,True,556,zkproof_0556_hash,HR_SIGN_0556
0x0000000000000000000000000000000000000557,EMP1556,NQUAY LMSCLV,HR,Lead,131759,94,47,5,62,75,63,16,Yes,5,36.4,No,0,4,0x8681cbd9b20c21e819b1a3bf54e2aeb71736f557,0xe842c3ca944d866f061afc3a243f1bb53b7edcea,No,2026,False,557,zkproof_0557_hash,HR_SIGN_0557
0x0000000000000000000000000000000000000558,EMP1557,JSCXT TZWFMZ,R&D,Intern,42935,93,42,37,94,71,71,16,No,0,50.3,No,0,0,0xbea8c8fe459591b056c1f1e307731d283823d956,0x94427f8127038ef84100be00baa0f4c9d617d1d0,No,2026,False,558,zkproof_0558_hash,HR_SIGN_0558
0x0000000000000000000000000000000000000559,EMP1558,MWCMM EGZLSH,Finance,Lead,61619,82,37,95,84,55,90,10,Yes,3,76.3,Yes,3,1,0xf7ee1e1719cb8499904d998003fbec4f0d7649f0,0xac29d3006c836987c905adae493c8ea9f501bde2,Yes,2026,True,559,zkproof_0559_hash,HR_SIGN_0559
0x0000000000000000000000000000000000000560,EMP1559,HBAZJ WXQRTB,IT,Engineer,41242,86,45,69,54,76,92,19,No,5,70.9,Yes,6,0,0xec3a26627d61bfe861220b656b3d654bdf97413d,0xf67d5e505b39bb7c81230a5c1605ad9fa90b1004,No,2026,True,560,zkproof_0560_hash,HR_SIGN_0560
0x0000000000000000000000000000000000000561,EMP1560,RRBAY IOIIYE,Finance,Manager,112036,91,49,66,46,70,61,18,No,6,59.3,No,0,0,0xc1c78747a2dc2eb401d81436a93442678e9b4a8a,0xd37b30555f9d72c6a032b29c214cff6569306668,No,2026,True,561,zkproof_0561_hash,HR_SIGN_0561
0x0000000000000000000000000000000000000562,EMP1561,BWGML JWYPMA,IT,Developer,129677,61,43,58,84,80,70,3,Yes,7,60.9,No,0,4,0x8c25736d409950e403a9022a9c5f3030f64c85f7,0xea2a87717d60a050221f3f6f5643fbda41ef5617,No,2026,True,562,zkproof_0562_hash,HR_SIGN_0562
0x0000000000000000000000000000000000000563,EMP1562,UDIXH OGEMIL,Operations,Developer,68909,78,35,50,83,68,83,8,Yes,0,58.5,No,0,0,0x0d2ea51bc16e4abba898eeb431a1d59891a9d8c8,0xdf41f91c88049b4fe98402d5af0a066f9ffef463,No,2026,True,563,zkproof_0563_hash,HR_SIGN_0563
0x0000000000000000000000000000000000000564,EMP1563,UMBCD LFSCKG,HR,Developer,60464,63,37,46,97,66,50,15,No,1,46.7,No,0,0,0x929db147a9ffaab9fafcfe8325b7b8833429cbf5,0x39a30addc3a519f8bec04f7fd9ceec3898f62267,No,2026,False,564,zkproof_0564_hash,HR_SIGN_0564
0x0000000000000000000000000000000000000565,EMP1564,WLPAA PEVTRY,IT,Manager,52859,70,40,84,43,70,73,20,Yes,9,70.4,Yes,15,4,0xe48f43c447eb716234c7888153497748a8e9f8d4,0xecf9cbfc5b631aecd0278d99b281490dff81227d,No,2026,True,565,zkproof_0565_hash,HR_SIGN_0565
0x0000000000000000000000000000000000000566,EMP1565,AMABT DBAMBL,Marketing,Analyst,89872,87,34,61,41,82,89,20,Yes,6,68.1,No,0,4,0x48a46b5b1b6ec84e0555e0160568488bd8ae1182,0x31f3e8b7e1762a0a265fad0e675f2b267a4ff6fc,No,2026,True,566,zkproof_0566_hash,HR_SIGN_0566
0x0000000000000000000000000000000000000567,EMP1566,UIPKL DJTQBF,HR,Coordinator,135718,89,45,13,52,54,80,16,Yes,6,40.6,No,0,3,0x2071f379be1a35fd07aaada113eec4ea3f1cebd8,0x31ae94bd4f7ac57c2413eb5c1038b281e454342e,No,2026,False,567,zkproof_0567_hash,HR_SIGN_0567
0x0000000000000000000000000000000000000568,EMP1567,MMNTF SORMFX,R&D,Lead,42815,60,40,92,72,53,44,15,No,0,60.6,No,0,3,0x836b61ad608deac1401243fbccf1e4a8f58543aa,0x620f819be82f7a465098eaf500bc7e242f8e7d17,No,2026,True,568,zkproof_0568_hash,HR_SIGN_0568
0x0000000000000000000000000000000000000569,EMP1568,GFNTT GRFNVF,Marketing,Engineer,57835,99,41,30,79,52,63,0,Yes,1,41.4,No,0,1,0x74186a32d6ac72bdff0e9db9d56f3211fdc62d5c,0xb364faa144dfd93849a4f69b1f20ac96741ce428,No,2026,False,569,zkproof_0569_hash,HR_SIGN_0569
0x0000000000000000000000000000000000000570,EMP1569,FLOWC TRMSCX,Operations,Developer,95504,75,54,13,81,91,95,21,No,5,52.4,No,0,2,0x1685f83a16feef07239ffaab63fdb107318e36b4,0x353b13e619bb62315bb020daf5bf460bb0a95371,No,2026,False,570,zkproof_0570_hash,HR_SIGN_0570
0x0000000000000000000000000000000000000571,EMP1570,MBSXO XWXOZI,R&D,Lead,79868,91,43,22,74,95,47,15,No,0,41.9,No,0,0,0x4b71fe4771e122e10cdebe48939423f1f36ee063,0xd8f58b26b6a23a9efd496875e171cb390115f8b1,No,2026,False,571,zkproof_0571_hash,HR_SIGN_0571
0x0000000000000000000000000000000000000572,EMP1571,IKQNZ YIBVKZ,HR,Lead,83570,94,59,65,82,91,81,3,No,7,69.2,No,0,3,0x039db222494f6857d602108b594a60d0402308fd,0xaf140c663df082f399eaa2e1c6f7f3232fa32e2e,No,2026,True,572,zkproof_0572_hash,HR_SIGN_0572
0x0000000000000000000000000000000000000573,EMP1572,WWFCF UPJRLP,IT,Coordinator,49477,84,58,95,69,86,86,22,No,0,81.0,Yes,13,3,0xd464ac4fa87da85e449fbde64c3105ce475629d8,0xf347c10dfd0c67b62affe25b6589a25c1d85a350,Yes,2026,True,573,zkproof_0573_hash,HR_SIGN_0573
0x0000000000000000000000000000000000000574,EMP1573,OYCWM GGNKHL,Engineering,Coordinator,68111,89,34,18,64,67,96,5,Yes,7,50.1,No,0,4,0xaa844cdb87597f2f5d69f92c9d67141f7da79252,0x57b7204563c6254e8715f5022ff62c499e94a4c8,No,2026,False,574,zkproof_0574_hash,HR_SIGN_0574
0x0000000000000000000000000000000000000575,EMP1574,RAPXJ CUACDI,Engineering,Manager,66604,68,44,75,58,59,59,13,No,3,59.8,No,0,2,0x5e0ad84d68ea1e3ccd0ffce76867c8b4bddf15b7,0x1e003060d2fb6572ce5e9a709d95549e3e6eb30d,No,2026,True,575,zkproof_0575_hash,HR_SIGN_0575
0x0000000000000000000000000000000000000576,EMP1575,JIRVG QAANQC,Marketing,Coordinator,71207,98,34,33,52,86,55,4,Yes,1,47.0,No,0,4,0xa58100bb82e80d98ab3b0e718395c6c25d4006fa,0x4091ec39ef188c15d27d28d8bfb64de8f84accca,No,2026,False,576,zkproof_0576_hash,HR_SIGN_0576
0x0000000000000000000000000000000000000577,EMP1576,RQYYO WKCMZA,HR,Developer,107005,98,38,34,95,80,47,3,Yes,6,44.3,No,0,0,0xf6a447bc74da9b27edfa392681aebc97b88a8492,0xc956a83d83429e7cee65f6118427a057a298905f,No,2026,False,577,zkproof_0577_hash,HR_SIGN_0577
0x0000000000000000000000000000000000000578,EMP1577,IRGIS XURKZX,IT,Developer,51102,87,58,68,68,65,71,19,No,0,61.5,No,0,2,0x77a61e97da2b0d2c6d6c9379ad635eb0580c72b4,0x3d8479a3863e92f1920f95b27170c8124f51d75c,No,2026,True,578,zkproof_0578_hash,HR_SIGN_0578
